drug,pt,a,ROR,ROR_lcl,ROR_ucl,signal,subgroup_var,subgroup_level
scopolamine,PRURITUS GENERALISED,4,2.85640656649127,1.07060398400496,7.62098646651093,TRUE,性别,F
scopolamine,SINUS BRADYCARDIA,4,6.17337376311279,2.31348703343543,16.4732038988335,TRUE,性别,F
scopolamine,APPLICATION SITE DISCOLOURATION,3,9.12245717234262,2.93765329463593,28.3284705561345,TRUE,性别,F
scopolamine,APPLICATION SITE EROSION,3,30.5255895588523,9.81913673894048,94.8975090875512,TRUE,性别,F
scopolamine,APPLICATION SITE ULCER,3,59.3969364961174,19.0777553979866,184.9272092825,TRUE,性别,F
scopolamine,APPLICATION SITE WOUND,3,214.687901414436,68.4085629057935,673.759147333748,TRUE,性别,F
scopolamine,INJECTION SITE RASH,3,1.27283422001164,0.410049707977118,3.95100135450661,FALSE,性别,F
scopolamine,RASH GENERALISED,3,1.89322884692293,0.60989330804747,5.87695490264693,FALSE,性别,F
scopolamine,VENTRICULAR TACHYCARDIA,3,2.84652371272185,0.91694690514147,8.83660460780732,FALSE,性别,F
scopolamine,APPLICATION SITE DERMATITIS,2,59.4683397008179,14.8040181619544,238.886725758042,FALSE,性别,F
scopolamine,APPLICATION SITE DISCOMFORT,2,12.8419574791986,3.20630250837013,51.4349071764216,FALSE,性别,F
scopolamine,CATHETER SITE PRURITUS,2,25.7759172118625,6.43031433704036,103.322772929727,FALSE,性别,F
scopolamine,CATHETER SITE RASH,2,50.5410359453959,12.5887526026629,202.910994842608,FALSE,性别,F
scopolamine,ERYTHEMA NODOSUM,2,7.87099419474322,1.96580043771515,31.5151774437943,FALSE,性别,F
scopolamine,INFUSION SITE PRURITUS,2,7.41985578262811,1.85318038689957,29.7079875354754,FALSE,性别,F
scopolamine,INFUSION SITE RASH,2,17.8057635604895,4.44424025387494,71.3384510874773,FALSE,性别,F
scopolamine,PALMAR ERYTHEMA,2,23.6069656722954,5.89003387776399,94.6155556688402,FALSE,性别,F
scopolamine,SYSTEMIC LUPUS ERYTHEMATOSUS,2,0.691911727121149,0.172885198789119,2.76913143219235,FALSE,性别,F
scopolamine,TRANSIENT GLOBAL AMNESIA,2,36.2919704283861,9.04773737558757,145.573093349133,FALSE,性别,F
scopolamine,ACCOMMODATION DISORDER,1,25.3720848811999,3.5636017607887,180.643835768096,FALSE,性别,F
scopolamine,APPLICATION SITE HYPERAESTHESIA,1,142.020616983511,19.7407276349369,1021.73820648236,FALSE,性别,F
scopolamine,CLUSTER HEADACHE,1,9.63430238735462,1.35508054257777,68.4976129274325,FALSE,性别,F
scopolamine,CUTANEOUS LUPUS ERYTHEMATOSUS,1,8.556216568289,1.20356218145646,60.8268048725753,FALSE,性别,F
scopolamine,EXFOLIATIVE RASH,1,5.30022264050379,0.745774482284971,37.6687064336621,FALSE,性别,F
scopolamine,"HALLUCINATION, TACTILE",1,21.6113086988299,3.03640879914255,153.816134312353,FALSE,性别,F
scopolamine,ORAL PRURITUS,1,5.76104391368579,0.810581462026497,40.9454552444862,FALSE,性别,F
scopolamine,RASH PAPULAR,1,0.603593688981201,0.0849651455174783,4.28793876782084,FALSE,性别,F
scopolamine,TENSION HEADACHE,1,2.93906843284723,0.413632784582826,20.8835555955053,FALSE,性别,F
scopolamine,TONGUE ERYTHEMA,1,13.6518598813944,1.91946602203314,97.0964195676749,FALSE,性别,F
scopolamine,TONGUE PRURITUS,1,13.8595021370687,1.94862451785671,98.5750706342779,FALSE,性别,F
scopolamine,VERTIGO POSITIONAL,1,8.01670937636585,1.12772676222537,56.9886530832092,FALSE,性别,F
dimenhydrinate,HEADACHE,205,12.6243898631312,10.7477121712724,14.828757681316,TRUE,性别,M
dimenhydrinate,RASH,164,13.2875843417241,11.1717724024278,15.8041080034948,TRUE,性别,M
dimenhydrinate,ERYTHEMA,163,28.2167849518826,23.7139399940714,33.5746380913436,TRUE,性别,M
dimenhydrinate,DIZZINESS,158,11.7320089837291,9.84074727629887,13.9867462225966,TRUE,性别,M
dimenhydrinate,PRURITUS,83,6.73000681781502,5.35625670039488,8.45609056871707,TRUE,性别,M
dimenhydrinate,HYPOTENSION,82,13.6196924012485,10.826163702524,17.1340491610505,TRUE,性别,M
dimenhydrinate,TACHYCARDIA,67,25.6157481444585,19.9262888748533,32.9296918819843,TRUE,性别,M
dimenhydrinate,CONFUSIONAL STATE,46,9.24344704718628,6.85843959818666,12.4578356477364,TRUE,性别,M
dimenhydrinate,SOMNOLENCE,46,7.20976177877382,5.34954862435817,9.71683193419041,TRUE,性别,M
dimenhydrinate,RASH PRURITIC,42,23.6931146880387,17.3513554090082,32.3527280946084,TRUE,性别,M
dimenhydrinate,DRY MOUTH,39,14.9760983642681,10.8473902571685,20.6762656177153,TRUE,性别,M
dimenhydrinate,VISION BLURRED,30,6.82917153366015,4.73910397346248,9.84101300526645,TRUE,性别,M
dimenhydrinate,BRADYCARDIA,29,17.9102317784871,12.3536542756866,25.9661145763527,TRUE,性别,M
dimenhydrinate,AGITATION,27,12.6220501648954,8.59423887097714,18.5375520458418,TRUE,性别,M
dimenhydrinate,AMNESIA,20,10.2241911006022,6.55591571200302,15.9450011644057,TRUE,性别,M
dimenhydrinate,DELIRIUM,19,16.9609432395622,10.75352970607,26.7515507408947,TRUE,性别,M
dimenhydrinate,SEDATION,19,22.321373867335,14.1514468633365,35.207971039074,TRUE,性别,M
dimenhydrinate,URINARY RETENTION,19,17.3978685413828,11.0305041463974,27.4407974255733,TRUE,性别,M
dimenhydrinate,VERTIGO,19,9.3245888430296,5.91235922839944,14.7061356951902,TRUE,性别,M
dimenhydrinate,DYSURIA,16,13.4824340669563,8.2143536805692,22.129072528227,TRUE,性别,M
dimenhydrinate,LETHARGY,15,8.29443467804529,4.97405286296954,13.8313058834859,TRUE,性别,M
