pt,a,b,c,d,ROR,se_ln_ror,ROR_lcl,ROR_ucl,PRR,se_ln_prr,PRR_lcl,PRR_ucl,chisq,n,IC,IC025,sig_ROR,sig_PRR,sig_BCPNN,signal,sens_trio,drug
ANAESTHETIC COMPLICATION VASCULAR,1,10148,6,17674385,290.276983970569,1.08016909085118,34.9425109314491,2411.41020427394,290.248480966926,1.08007781118425,34.9453312864835,2410.74208205297,247.073177475744,17684540,7.95958047261882,7.95879574837373,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANAL CANCER,1,10148,798,17673593,2.18243591339405,1.00067563725626,0.307007652629622,15.5143576235811,2.18231940576636,1.00057710566352,0.307050555735017,15.5105336884473,0.639774690470988,17684540,1.12488370174845,1.12409897750335,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANEMBRYONIC GESTATION,1,10148,205,17674186,8.49581606852726,1.00248523527518,1.19089217599066,60.609089660198,8.49507749171491,1.0023868815614,1.19101822111383,60.5921389873884,6.58076844276822,17684540,3.08043486749321,3.07965014324811,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANEURYSM RUPTURED,1,10148,688,17673703,2.53138764311446,1.00077574238082,0.356025533586193,17.9984939146542,2.53123675261854,1.0006772206451,0.356073063677497,17.9939460503813,0.924992173840348,17684540,1.33857522197213,1.33779049772704,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANGIOGRAM,1,10148,196,17674195,8.8859345965426,1.00259694742231,1.24530393828352,63.4060739925611,8.88515758062019,1.00249860466847,1.24543508144687,63.3883101644592,6.96226103784798,17684540,3.14488357522005,3.14409885097495,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANHEDONIA,1,10148,19974,17654417,0.0870979385933286,1.00007432889371,0.0122666908972087,0.618426841499159,0.0871878885451866,0.999975738020935,0.0122817323291287,0.618945903171881,9.56699848778588,17684540,-3.51897248802628,-3.51975721227137,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANIMAL BITE,1,10148,2227,17672164,0.781968137837508,1.00027377889575,0.110087707459503,5.55442730804433,0.78198962092571,1.00017520771191,0.110112003441363,5.55350686686194,0.0607593473414784,17684540,-0.354598122663606,-0.355382846908702,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANOGENITAL WARTS,1,10148,762,17673629,2.28554777740879,1.00070521839552,0.321493965629123,16.2482945289379,2.2854211099758,1.00060668971575,0.321538236350463,16.2442566993183,0.722060840657909,17684540,1.1913961478419,1.1906114235968,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANORECTAL INFECTION,1,10148,217,17674174,8.0259959057561,1.00235068369067,1.12533235837049,57.242298064272,8.02530362120533,1.00225231677297,1.12545225784152,57.2263263623934,6.12177436872275,17684540,2.9987510698995,2.9979663456544,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANORECTAL POLYP,1,10148,92,17674299,18.931015535295,1.00546912602092,2.63816110588723,135.845892200376,18.9292487587126,1.00537106421624,2.63842195295889,135.807109309177,16.7995624239567,17684540,4.2277765835684,4.2269918593233,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANORGASMIA,1,10148,2067,17672324,0.842505471513139,1.00029115316833,0.118606287130044,5.98463611588575,0.842520989744343,1.00019258369702,0.118631388671943,5.98359022941849,0.0294242468125126,17684540,-0.247085075638509,-0.247869799883605,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANTI-CYCLIC CITRULLINATED PEPTIDE ANTIBODY POSITIVE,1,10148,7001,17667390,0.248674847227467,1.00012071017633,0.0350196599535568,1.76584180787636,0.248748876703551,1.00002212389702,0.035036854647947,1.76602621105727,2.26944206251126,17684540,-2.00661595175208,-2.00740067599718,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANTI-GLOMERULAR BASEMENT MEMBRANE DISEASE,1,10148,78,17674313,22.3289078055042,1.00643882625043,3.10577118613838,160.533437238377,22.3268062282251,1.00634085893718,3.10607523234964,160.487508853938,20.1138169929877,17684540,4.46315464649932,4.46236992225423,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANTIBIOTIC THERAPY,1,10148,920,17673471,1.89301286610341,1.00059260175571,0.266337272784191,13.4547360711946,1.89292487587126,1.0004940619852,0.266376335417999,13.4515124253418,0.420772434907823,17684540,0.91987804858509,0.919093324339994,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANTICOAGULATION DRUG LEVEL INCREASED,1,10148,320,17674071,5.44259675551833,1.0016105022236,0.764219450169617,38.7609337037995,5.44215901812987,1.00151206260629,0.764305437624162,38.7503389622305,3.61467956397427,17684540,2.44050590755412,2.43972118330903,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANTIDEPRESSANT DRUG LEVEL INCREASED,1,10148,219,17674172,7.95269823957034,1.00232969037635,1.1151011063578,56.7171971483738,7.95201317717606,1.00223132139819,1.11522004643309,56.7013781470576,6.05021654623478,17684540,2.98557568115177,2.98479095690667,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANTINEUTROPHIL CYTOPLASMIC ANTIBODY INCREASED,1,10148,137,17674254,12.712766385955,1.00369211824992,1.77778847848397,90.9075692298818,12.7116123051209,1.00359388281261,1.77796938848444,90.8818163249915,10.7121736849535,17684540,3.65841093789826,3.65762621365316,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANTIPSYCHOTIC DRUG LEVEL ABOVE THERAPEUTIC,1,10148,676,17673715,2.57632526769492,1.00078863308222,0.362336604665146,18.3184690685539,2.57616994941059,1.00069011261565,0.362384730344967,18.313827963801,0.962955525778028,17684540,1.36392337110143,1.36313864685633,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ANTITHROMBIN III DECREASED,1,10148,159,17674232,10.9537536286854,1.00318886872821,1.53331492903848,78.2518426486457,10.9527728666765,1.00309058400625,1.53347301802009,78.2297647622726,8.98762980039637,17684540,3.44500729978906,3.44422257554397,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AORTIC ANEURYSM RUPTURE,1,10148,704,17673687,2.47385386618949,1.00075923813437,0.347944984456592,17.5888523319817,2.47370864460448,1.00066071477367,0.347991751924301,17.5844238392239,0.876749589336836,17684540,1.30545594739027,1.30467122314517,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AORTIC CALCIFICATION,1,10148,371,17674020,4.69440953138828,1.00139603352247,0.659440265498325,33.4184641147685,4.69404551428991,1.00129757282022,0.659516393888992,33.4094246851034,2.89932762281398,17684540,2.22777658356839,2.2269918593233,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AORTIC DILATATION,1,10148,848,17673543,2.05374874034107,1.00063871774448,0.288925875549478,14.5984982495284,2.05364491250184,1.00054018251589,0.288967071368107,14.5949412390735,0.539973202635343,17684540,1.03731465112339,1.03652992687829,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AORTIC DISSECTION,1,10148,3647,17670744,0.477461780618062,1.00018638070421,0.0672299484659197,3.39089583069565,0.477513267288609,1.00008780090392,0.0672501907332929,3.39060630089425,0.571657125946057,17684540,-1.06595461948832,-1.06673934373341,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AORTIC THROMBOSIS,1,10148,867,17673524,2.00873939967603,1.00062580453626,0.282601015333183,14.2782005615003,2.00864000669153,1.0005272680359,0.282641613895763,14.2747369039922,0.505930615380072,17684540,1.00538416223195,1.00459943798685,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AORTIC VALVE CALCIFICATION,1,10148,364,17674027,4.78468853279161,1.00142191453553,0.672087981539545,34.0628682324986,4.78431562033395,1.00132345637819,0.67216530046093,34.053641179149,2.98519263446765,17684540,2.25518274090905,2.25439801666395,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AORTIC VALVE STENOSIS,1,10148,1343,17673048,1.29674620530519,1.00042151106721,0.182506780402664,9.2136342401275,1.29671696634517,1.00032295444223,0.182537922874983,9.21164689684246,0.0678499165609763,17684540,0.374617971897666,0.373833247652569,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
APPARENT DEATH,1,10148,3005,17671386,0.579489643131898,1.00021566518195,0.0815914997478581,4.11572587260782,0.579531076805843,1.0001170882692,0.0816131005683073,4.11522496566148,0.305014442012088,17684540,-0.786693899239939,-0.787478623485035,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
APPLICATION SITE HAEMORRHAGE,1,10148,2724,17671667,0.639278292142662,1.00023282557993,0.0900066479211983,4.54051722004622,0.639313834728912,1.00013425035902,0.0900290447100276,4.53989243795967,0.203447514449993,17684540,-0.645105119875225,-0.645889844120322,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ARTERIAL DISORDER,1,10148,1298,17673093,1.3417061541573,1.00043441273898,0.188829762840922,9.53332449832134,1.34167248520921,1.00033585738519,0.188861502890999,9.53124395396967,0.0869502716133232,17684540,0.423749679228545,0.422964954983448,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ARTERIOSCLEROSIS,1,10148,6252,17668139,0.278478313033641,1.00012926514525,0.0392160784026475,1.97750958251927,0.278549405918355,1.00003067971052,0.039233670187039,1.97763225228673,1.86893880884866,17684540,-1.84339740723471,-1.8441821314798,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ARTERIOSPASM CORONARY,1,10148,3013,17671378,0.577950743205667,1.00021522348661,0.0813748947912379,4.10479254601691,0.577992328510308,1.00011664653032,0.0813964751228148,4.10429482741973,0.308069373183227,17684540,-0.790528306921398,-0.791313031166495,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ARTERIOVENOUS FISTULA SITE COMPLICATION,1,10148,545,17673846,3.19561245854925,1.0009662634428,0.449277243007262,22.72970452917,3.1953961207368,1.0008677604615,0.449333570253001,22.7237781558824,1.50563031243241,17684540,1.67417825375657,1.67339352951148,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ASPARTATE AMINOTRANSFERASE,1,10148,187,17674204,9.31360464062358,1.00271939830995,1.30492579241868,66.4736890831675,9.31278548556982,1.0026210675668,1.30506251908691,66.4550335572576,7.38077424586182,17684540,3.21234654299879,3.21156181875369,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ASTERIXIS,1,10148,721,17673670,2.4155221173238,1.00074250470234,0.339751827221559,17.1735562012901,2.41538264327539,1.00064397969403,0.339797821385399,17.1692487304649,0.828280788532021,17684540,1.27108036778926,1.27029564354416,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ASYMPTOMATIC COVID-19,1,10148,392,17673999,4.44291802747903,1.00132393288736,0.624200570928788,31.6236823838953,4.44257879031009,1.00122546509468,0.624273381537566,31.6151655537558,2.66094443963164,17684540,2.14854989241782,2.14776516817272,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ATELECTASIS NEONATAL,1,10148,91,17674300,19.1390497559201,1.00552852229705,2.66684155520741,137.354701423608,19.1372624813358,1.00543046628542,2.66710505686012,137.31548156963,17.002762440907,17684540,4.24337343861941,4.24258871437432,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
ATRIAL THROMBOSIS,1,10148,1814,17672577,0.960024112810667,1.0003248802692,0.135141399815193,6.81986643943505,0.960028051709789,1.00022631412201,0.13516806483783,6.81857701503283,0.00166353498529343,17684540,-0.0588184382066871,-0.0596031624517837,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AUTOIMMUNE ARTHRITIS,1,10148,151,17674240,11.5340901675076,1.00335492958392,1.61402547052601,82.4244960327922,11.5330522238514,1.00325666113024,1.61419109887476,82.4012062083627,9.55655378715502,17684540,3.51900788123284,3.51822315698774,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AUTOIMMUNE NEUROPATHY,1,10148,121,17674270,14.3938063763735,1.00417282425581,2.01097416881699,103.025521268834,14.392486659517,1.00407463584926,2.0111768020355,102.996251764005,12.3599053498255,17684540,3.83619805711354,3.83541333286844,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AUTOIMMUNE PANCREATITIS,1,10148,471,17673920,3.69769868786964,1.00111025387598,0.519719805760894,26.3083596867257,3.69743287855957,1.00101176506394,0.519782773849356,26.3013908487384,1.96377394994693,17684540,1.88429234531458,1.88350762106949,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AVULSION FRACTURE,1,10148,245,17674146,7.10872796891717,1.00208793567103,0.997234796805714,50.6741376232888,7.10812606449615,1.00198954295889,0.997342678460934,50.6600762605875,5.22754621079266,17684540,2.82442088933719,2.82363616509209,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AXILLARY MASS,1,10148,850,17673541,2.04891615850124,1.00063733128169,0.288246800641142,14.5641076162158,2.04881280682536,1.00053879591655,0.288287932336293,14.5605606290693,0.536295247364867,17684540,1.03392007299046,1.03313534874537,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
AZOTAEMIA,1,10148,2892,17671499,0.602136069436517,1.0002221651408,0.0847790113973724,4.27662271758567,0.602175271715614,1.0001235888689,0.0848009137233554,4.27607489052214,0.262773483901211,17684540,-0.731415213253174,-0.73219993749827,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
B-CELL LYMPHOMA,1,10148,2640,17671751,0.659622100488527,1.00023866454503,0.0928698744141422,4.68506410930001,0.659655638561196,1.00014008989976,0.0928925420158695,4.68439717594594,0.175557839952743,17684540,-0.599933191490667,-0.600717915735764,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
B-LYMPHOCYTE COUNT INCREASED,1,10148,165,17674226,10.5554317315847,1.00307487468519,1.47788768601435,75.3894494788167,10.5544902169791,1.0029765787926,1.47804059441698,75.3682031204625,8.5972134861882,17684540,3.3918959633295,3.3911112390844,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BACTERIAL COLITIS,1,10148,175,17674216,9.95225857311786,1.00290223046837,1.39390776712948,71.057392061291,9.95137649029461,1.00280391765299,1.39405282160848,71.0374044057569,8.0061955468834,17684540,3.30750377603913,3.30671905179403,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BACTERIAL PROSTATITIS,1,10148,93,17674298,18.727455168877,1.00541100368751,2.61009095854253,134.369867821824,18.7257084494791,1.00531293621337,2.61034920688854,134.331512431189,16.6006980268678,17684540,4.21234654299879,4.21156181875369,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BACTERIAL VULVOVAGINITIS,1,10148,281,17674110,6.19798862949346,1.00182698956741,0.869918217406847,44.1593960014337,6.19747646192725,1.00172857122432,0.870014141668303,44.1472300927101,4.34344486844041,17684540,2.62738404227763,2.62659931803254,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BARIUM SWALLOW ABNORMAL,1,10148,5,17674386,348.332400473,1.09549011778455,40.6905779969273,2981.90557107458,348.298177160311,1.09540011481919,40.6937581703369,2981.08667440855,288.584304796941,17684540,8.18197289395527,8.18118816971018,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BASE EXCESS INCREASED,1,10148,56,17674335,31.1010174418605,1.00893792723879,4.30476348357531,224.698357902707,31.0980515321707,1.00884020261043,4.30517750108081,224.633899265421,28.6192438531632,17684540,4.93404538051169,4.93326065626659,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BELLIGERENCE,1,10148,246,17674145,7.07983030017529,1.00207965692093,0.993197056457192,50.4673234313402,7.07923124309576,1.00198126339583,0.993304559090168,50.453322230925,5.1994265542844,17684540,2.81856816309175,2.81778343884665,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BENIGN ETHNIC NEUTROPENIA,1,10148,125,17674266,13.9332014189988,1.0040411337012,1.94712506924529,99.702944021792,13.9319270864125,1.00394293241494,1.94732175866362,99.6746385016085,11.9085220149153,17684540,3.78965547117651,3.78887074693141,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BENIGN GASTROINTESTINAL NEOPLASM,1,10148,65,17674326,26.7947090749219,1.00771187030242,3.71764045093304,193.121536061808,26.7921674738701,1.00761402676348,3.71800076073125,193.066189100704,24.4533786554215,17684540,4.72254127531797,4.72175655107288,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BENIGN LYMPH NODE NEOPLASM,1,10148,70,17674321,24.8807942451715,1.00716647702826,3.45578588836146,179.1354968939,24.8784412257365,1.00706858050066,3.4561221561601,179.084190273556,22.5959296887932,17684540,4.61718827517174,4.61640355092665,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BENIGN SPLEEN TUMOUR,1,10148,37,17674354,47.0718607847106,1.01347206433662,6.45768013337853,343.120134780652,47.0673212378799,1.01337477695714,6.45828873357698,343.021630016656,43.90212048946,17684540,5.51900788123284,5.51822315698774,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BETA HAEMOLYTIC STREPTOCOCCAL INFECTION,1,10148,891,17673500,1.95462928678012,1.00061028009016,0.274996860800813,13.8931609532296,1.95453522536651,1.00051174206082,0.27503674126192,13.8898095202505,0.465666690580736,17684540,0.966035494756121,0.965250770511025,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BILIARY OBSTRUCTION,1,10148,1234,17673157,1.41129732152155,1.0004543822379,0.19861614797652,10.0281882919678,1.41125679562525,1.0003558288516,0.198648812864393,10.025963480376,0.119756380246751,17684540,0.496640068204386,0.495855343959289,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BILIARY TRACT DISORDER,1,10148,938,17673453,1.85668450220321,1.00058217865781,0.26123139364663,13.1962598085924,1.85660009147288,1.00048363786067,0.26126997404418,13.1931115018759,0.394819116115412,17684540,0.891954047022652,0.891169322777555,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BILIRUBIN CONJUGATED ABNORMAL,1,10148,99,17674292,17.5924519136975,1.00508686602946,2.4534610081794,126.146029345467,17.5908170282986,1.00498876692574,2.45370474429,126.110056412927,15.4912758201673,17684540,4.1230792049017,4.1222944806566,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BIOPSY KIDNEY ABNORMAL,1,10148,71,17674320,24.5303591354988,1.00706658429622,3.40777979796741,176.577876210036,24.5280406450924,1.00696867805715,3.40811165219808,176.527308751543,22.2554452211002,17684540,4.59701039323411,4.59622566898902,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BK VIRUS INFECTION,1,10148,3046,17671345,0.571688226331709,1.00021342601587,0.0804934221714076,4.06029982711294,0.57173042869388,1.00011484888235,0.0805149191232555,4.05981508338961,0.320756458382501,17684540,-0.80623839001006,-0.807023114255156,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLADDER DISCOMFORT,1,10148,1044,17673347,1.66816055331289,1.00052808684867,0.234731376837743,11.8550816218861,1.66809471820072,1.0004295407234,0.234767454051295,11.8523242505377,0.267340798814673,17684540,0.737648167708181,0.736863443463084,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLADDER OPERATION,1,10148,948,17673443,1.83709818317592,1.00057655903349,0.258478488963794,13.0569075521832,1.83701570232232,1.00047801768284,0.258516809348531,13.0537998634708,0.380995435941986,17684540,0.876671117655317,0.87588639341022,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLAST CRISIS IN MYELOGENOUS LEUKAEMIA,1,10148,987,17673404,1.7645037837173,1.00055573027827,0.248274640829467,12.5404414738081,1.76442845572599,1.000457186876,0.248311997405039,12.5374843258075,0.330867499378266,17684540,0.818568163091748,0.817783438846652,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLISTER INFECTED,1,10148,675,17673716,2.58014219185682,1.00078972798847,0.362872641435414,18.3456479492807,2.57998649748379,1.0006912076297,0.36292081770066,18.3409989246989,0.966191018947941,17684540,1.36605595839424,1.36527123414915,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD BLISTER,1,10148,2515,17671876,0.692411396814227,1.00024807547216,0.0974845647399114,4.918045679512,0.692441704096046,1.00014950175462,0.0975076687998538,4.91731080716962,0.136571732880022,17684540,-0.529980812202863,-0.53076553644796,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD BRAIN BARRIER DEFECT,1,10148,118,17674273,14.7597531115758,1.00427743897548,2.06167820091193,105.666496264214,14.7583973373013,1.00417926079814,2.0618855519367,105.636460646944,12.7184581368534,17684540,3.87211763136848,3.87133290712339,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD CALCIUM ABNORMAL,1,10148,1473,17672918,1.18229283321037,1.00038866686615,0.166409084967594,8.3998799929272,1.18227487155571,1.00029010700488,0.16643870592307,8.39812989508662,0.0280851408213549,17684540,0.241414585581356,0.24062986133626,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD CARBON MONOXIDE DECREASED,1,10148,12,17674379,145.138442714492,1.04088036368113,18.8697960552076,1116.34314922945,145.124240483463,1.04078563829409,18.8714529710987,1116.02668899722,132.121141243943,17684540,7.06649567653533,7.06571095229024,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD CORTISOL INCREASED,1,10148,139,17674252,12.5298474661343,1.0036397973219,1.7523882863535,89.5903486385907,12.5287114086443,1.00354155676296,1.75256682750993,89.5649781207585,10.5328362595785,17684540,3.63765237773146,3.63686765348636,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD CREATINE PHOSPHOKINASE ABNORMAL,1,10148,347,17674044,5.01910173240081,1.00148911254446,0.704922310112923,35.7363951158723,5.01870572277106,1.00139066099415,0.705002719143302,35.7266808309363,3.20877641331237,17684540,2.3239918988277,2.3232071745826,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD CREATINE PHOSPHOKINASE DECREASED,1,10148,277,17674114,6.28749169333574,1.00185263710174,0.882436052608239,44.7993389174417,6.28697070686483,1.00175422127843,0.882533153094774,44.7869867895283,4.43010655039739,17684540,2.64799432195292,2.64720959770782,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD ELECTROLYTES ABNORMAL,1,10148,859,17673532,2.02744801845378,1.00063117207103,0.285230050715478,14.4113337890631,2.02734678207399,1.00053263609929,0.285270897541492,14.4078313287739,0.520022243595337,17684540,1.01874254508697,1.01795782084187,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD ELECTROLYTES DECREASED,1,10148,1215,17673176,1.43336853254954,1.00046071558806,0.201719792338162,10.1851450781736,1.43332583193544,1.00036216282574,0.201752750512395,10.1828745098927,0.130905169510755,17684540,0.51900788123284,0.518223156987744,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD FIBRINOGEN INCREASED,1,10148,397,17673994,4.38696063995933,1.0013078896386,0.616358309356895,31.2244085370293,4.38662691637672,1.00120942026809,0.616430381491266,31.216007973081,2.60808187631282,17684540,2.13031077413278,2.12952604988768,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD HIV RNA DECREASED,1,10148,7,17674384,248.808829325976,1.06909108172351,30.6081504388112,2022.52774712143,248.784412257365,1.06899885612803,30.6106794343049,2021.96373703745,215.939975511888,17684540,7.76693539467643,7.76615067043133,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD IMMUNOGLOBULIN G ABNORMAL,1,10148,150,17674241,11.6109847589016,1.00337693058528,1.62471566982006,82.9775754464015,11.609939238677,1.00327866428653,1.62488229637952,82.9541250009966,9.63194217680921,17684540,3.52853065535135,3.52774593110625,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD IRON ABNORMAL,1,10148,924,17673467,1.88481757862424,1.00059025042661,0.26518545969095,13.3964256895197,1.88473039588913,1.00049171042451,0.265224413540972,13.3932190395424,0.41488297803876,17684540,0.913625839272752,0.912841115027655,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD LOSS ANAEMIA,1,10148,2201,17672190,0.79120654477298,1.00027643034687,0.111387737903163,5.62007819061582,0.791227117583624,1.00017785942439,0.111412156826185,5.61913860599955,0.0550685725338114,17684540,-0.337663358887943,-0.33844808313304,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD OESTROGEN DECREASED,1,10148,561,17673830,3.10446918581816,1.00094012276443,0.436485599756521,22.0802906924549,3.10426182852327,1.00084161721033,0.436540720673654,22.0745535150903,1.4239067770081,17684540,1.6325090744555,1.6317243502104,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD OSMOLARITY,1,10148,13,17674378,133.973939540948,1.03779654802216,17.5238720038439,1024.26087523262,133.960837369351,1.0377015411326,17.5254213981926,1023.97001138861,122.542091945586,17684540,6.95958047261882,6.95879574837373,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD PH ABNORMAL,1,10148,48,17674343,36.2845367724346,1.01041176334061,5.00773947227713,262.906570135824,36.2810601208658,1.01031418127196,5.00821743335117,262.831105280724,33.6085398595105,17684540,5.15222555056122,5.15144082631612,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD POTASSIUM ABNORMAL,1,10148,2285,17672106,0.762116992364213,1.00026808153234,0.107294204641866,5.41336143912881,0.762140431423001,1.00016950978691,0.107318236443497,5.41248213219994,0.0742116988303661,17684540,-0.391674293538052,-0.392459017783149,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD PRESSURE MEASUREMENT,1,10148,631,17673760,2.76006389117761,1.00084133818477,0.388137665459248,19.6269348772654,2.75989046878218,1.00074282290696,0.388188225710498,19.621912503228,1.12048806160643,17684540,1.46315464649932,1.46236992225423,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD PRODUCT TRANSFUSION,1,10148,64,17674327,27.2133779439298,1.00783113573842,3.77484628443429,196.184926038691,27.2107950906493,1.00773330377928,3.77521183927924,196.128694491133,24.8592128094269,17684540,4.74456758164797,4.74378285740287,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD SELENIUM DECREASED,1,10148,17,17674374,102.450636462705,1.02903941983551,13.6325978325235,769.929036311225,102.440640341268,1.0289436043621,13.6338278679158,769.709350535704,94.8699207602659,17684540,6.59701039323411,6.59622566898902,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLOOD SODIUM ABNORMAL,1,10148,888,17673503,1.96123309701108,1.0006121747673,0.27592492641903,13.9401514416655,1.96113838491166,1.00051363692457,0.275964894524839,13.9367863126074,0.470540100761934,17684540,0.970895785846656,0.970111061601559,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BLUNTED AFFECT,1,10148,574,17673817,3.03415667631253,1.00091995606251,0.426616586034507,21.5793455711242,3.03395624704104,1.00082144852349,0.426670776156294,21.5737543402492,1.36123174347262,17684540,1.59951724884469,1.59873252459959,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
BODY FAT DISORDER,1,10148,449,17673942,3.87888251648432,1.0011622094632,0.545130082337425,27.6002555429966,3.87859885479189,1.0010637257628,0.545195444971902,27.5929104234688,2.13173055452512,17684540,1.95315420345939,1.95236947921429,FALSE,FALSE,FALSE,FALSE,FALSE,dimenhydrinate
