pt,faers_a,faers_ror,faers_lcl,faers_signal,faers_trio,canada_a,canada_n_pt_all,canada_ror,canada_lcl,verdict
BALANCE DISORDER,89,2.86181529367549,2.32189201925805,TRUE,TRUE,0,5555,,,insufficient (a=0)
GENERAL PHYSICAL HEALTH DETERIORATION,87,2.02635358638973,1.64023614183506,TRUE,TRUE,0,10716,,,insufficient (a=0)
NEUTROPHIL COUNT DECREASED,87,5.74467241199969,4.64924106739834,TRUE,TRUE,0,2810,,,insufficient (a=0)
APPLICATION SITE PRURITUS,86,10.3493220822709,8.3639109301674,TRUE,TRUE,0,,,,insufficient (a=0)
LOSS OF CONSCIOUSNESS,85,2.03759743100897,1.64530865167951,TRUE,TRUE,1,8214,1.23384683681925,0.172279639356871,direction-consistent
FEBRILE NEUTROPENIA,83,3.40150134610036,2.73950101528799,TRUE,TRUE,1,4942,2.05677794434504,0.287161323511052,direction-consistent
VISUAL IMPAIRMENT,83,1.70526629405078,1.37349723103679,TRUE,FALSE,2,7004,2.9234147386461,0.722026155225077,direction-consistent
HYPERHIDROSIS,82,1.8598350081031,1.49603463689886,TRUE,FALSE,9,12260,7.98342059540329,4.04053242709805,replicated
MALIGNANT NEOPLASM PROGRESSION,81,1.97654168788335,1.58779756713742,TRUE,FALSE,2,7841,2.60936389481166,0.644475248610445,direction-consistent
DISORIENTATION,79,6.42174656091605,5.14357197974582,TRUE,TRUE,6,2821,22.7056048944148,9.97106205702332,replicated
INFECTION,78,1.3995569438313,1.11969245846426,TRUE,FALSE,0,13170,,,insufficient (a=0)
ALANINE AMINOTRANSFERASE INCREASED,75,4.17219651080656,3.32286894665989,TRUE,TRUE,0,4642,,,insufficient (a=0)
PARAESTHESIA,75,1.36227637738323,1.08511146522691,TRUE,FALSE,0,12245,,,insufficient (a=0)
CHEST DISCOMFORT,74,2.01753722108367,1.60456580828277,TRUE,TRUE,0,12181,,,insufficient (a=0)
RESPIRATORY FAILURE,74,3.02757096413896,2.40773313502713,TRUE,TRUE,0,2066,,,insufficient (a=0)
PULMONARY EMBOLISM,72,2.36991046281937,1.87888873350174,TRUE,TRUE,0,5509,,,insufficient (a=0)
MIGRAINE,71,1.97060065314212,1.55982369297238,TRUE,FALSE,0,,,,insufficient (a=0)
SALIVARY HYPERSECRETION,71,20.6354424879029,16.318375969788,TRUE,TRUE,1,1012,10.0863685302382,1.40714905647301,replicated
ELECTROCARDIOGRAM QT PROLONGED,70,5.30502610729266,4.19154161178782,TRUE,TRUE,0,1549,,,insufficient (a=0)
MEMORY IMPAIRMENT,70,1.32807201143679,1.04953478194142,TRUE,FALSE,0,5151,,,insufficient (a=0)
ABDOMINAL DISTENSION,69,1.82186138223531,1.43730158011864,TRUE,FALSE,0,8851,,,insufficient (a=0)
APPLICATION SITE RASH,69,13.2046011093746,10.4112194180267,TRUE,TRUE,0,,,,insufficient (a=0)
CARDIAC ARREST,69,2.63448251472829,2.07830641341573,TRUE,TRUE,1,2907,3.50328584740756,0.489050906135439,direction-consistent
INFLUENZA,69,1.5346617578845,1.21074230547036,TRUE,FALSE,0,11680,,,insufficient (a=0)
APPLICATION SITE IRRITATION,68,15.5086922305928,12.2053337830142,TRUE,TRUE,0,,,,insufficient (a=0)
DELIRIUM,68,5.62365574347687,4.42809853901531,TRUE,TRUE,0,2488,,,insufficient (a=0)
RENAL FAILURE,67,1.48926428688389,1.1708460438797,TRUE,FALSE,0,4224,,,insufficient (a=0)
INTENTIONAL PRODUCT MISUSE,64,1.68071972003125,1.31407092437219,TRUE,FALSE,0,2189,,,insufficient (a=0)
MENTAL IMPAIRMENT,64,7.50332943632576,5.86463785337626,TRUE,TRUE,0,1111,,,insufficient (a=0)
SPEECH DISORDER,63,3.49754032982336,2.72901132402334,TRUE,TRUE,1,3395,2.9982999671466,0.418576204387212,direction-consistent
HYPOKALAEMIA,62,3.87711210675213,3.01914050911181,TRUE,TRUE,0,1731,,,insufficient (a=0)
INTESTINAL OBSTRUCTION,62,4.42206405985675,3.44339644445074,TRUE,TRUE,0,5610,,,insufficient (a=0)
GASTROINTESTINAL DISORDER,61,1.77851642224102,1.38230365397442,TRUE,FALSE,16,7876,23.7928649322324,14.0192580260809,replicated
PNEUMONIA ASPIRATION,61,6.86348600978491,5.33295972604878,TRUE,TRUE,0,860,,,insufficient (a=0)
AMNESIA,59,2.78444743684949,2.15493686930146,TRUE,TRUE,1,3639,2.79661099407921,0.390427040274454,direction-consistent
LETHARGY,58,2.9814298554892,2.30232703469084,TRUE,TRUE,0,4199,,,insufficient (a=0)
MUSCULAR WEAKNESS,58,1.43629134997597,1.10923362733364,TRUE,FALSE,0,7771,,,insufficient (a=0)
PALPITATIONS,58,1.41615058983486,1.09368036686173,TRUE,FALSE,1,9533,1.06188748472774,0.148271725852832,direction-consistent
PLEURAL EFFUSION,58,2.80120236277904,2.16317343243477,TRUE,TRUE,0,2992,,,insufficient (a=0)
DRUG WITHDRAWAL SYNDROME,57,1.83896684624017,1.41700538266735,TRUE,FALSE,0,1664,,,insufficient (a=0)
INCORRECT DRUG ADMINISTRATION DURATION,57,6.0094665467516,4.62945536670232,TRUE,TRUE,0,,,,insufficient (a=0)
OROPHARYNGEAL PAIN,57,1.58186460175803,1.2189146563152,TRUE,FALSE,0,11477,,,insufficient (a=0)
HEART RATE INCREASED,55,1.61250864467691,1.23674524612265,TRUE,FALSE,1,12464,0.810075700178724,0.113113879660207,discordant
HYPONATRAEMIA,55,2.86817668811288,2.19964357919036,TRUE,TRUE,0,2193,,,insufficient (a=0)
APPLICATION SITE PAIN,54,6.10915727743728,4.67293885933945,TRUE,TRUE,0,,,,insufficient (a=0)
OEDEMA PERIPHERAL,54,1.60721439015144,1.22969552827968,TRUE,FALSE,0,8457,,,insufficient (a=0)
SUICIDAL IDEATION,54,1.82673243285283,1.39763288807081,TRUE,FALSE,16,5386,34.901014707559,20.5600103713431,replicated
SYNCOPE,54,1.57551831119057,1.20544679490262,TRUE,FALSE,0,7155,,,insufficient (a=0)
URINARY RETENTION,54,4.57049972329592,3.49632477434054,TRUE,TRUE,0,1938,,,insufficient (a=0)
COLITIS,53,3.65764449485413,2.79118136463766,TRUE,TRUE,2,2787,7.37703898435496,1.82144304518373,replicated
GASTROOESOPHAGEAL REFLUX DISEASE,53,1.85078203139903,1.41249995883618,TRUE,FALSE,0,,,,insufficient (a=0)
SEPTIC SHOCK,53,3.41259627816407,2.60422076363741,TRUE,TRUE,0,1348,,,insufficient (a=0)
UPPER RESPIRATORY TRACT INFECTION,53,3.04756373323694,2.32570751121265,TRUE,TRUE,0,,,,insufficient (a=0)
ANTIPSYCHOTIC DRUG LEVEL INCREASED,52,55.0228384754522,41.7525908483645,TRUE,TRUE,0,,,,insufficient (a=0)
CHRONIC KIDNEY DISEASE,52,1.54616201778586,1.17701097441127,TRUE,FALSE,0,,,,insufficient (a=0)
INTENTIONAL PRODUCT USE ISSUE,52,1.34654362789313,1.0250643772971,TRUE,FALSE,0,12864,,,insufficient (a=0)
NEUROLEPTIC MALIGNANT SYNDROME,52,13.8727351736799,10.5527806611961,TRUE,TRUE,0,,,,insufficient (a=0)
ADVERSE DRUG REACTION,51,1.38685361511979,1.0529605107283,TRUE,FALSE,0,,,,insufficient (a=0)
DISTURBANCE IN ATTENTION,51,2.72876491646083,2.07163042703966,TRUE,TRUE,0,,,,insufficient (a=0)
DYSKINESIA,51,3.91907015558779,2.97507480680342,TRUE,TRUE,1,1856,5.49318035445937,0.766689922164736,direction-consistent
HYPOXIA,51,4.16233083556246,3.15969419206292,TRUE,TRUE,1,2232,4.56589965212631,0.637324696288943,direction-consistent
DIABETES MELLITUS,50,2.06881081657826,1.56639598363293,TRUE,TRUE,0,,,,insufficient (a=0)
GASTROINTESTINAL HAEMORRHAGE,50,1.63833902533473,1.24049780218896,TRUE,FALSE,0,5246,,,insufficient (a=0)
CONTRAINDICATED PRODUCT ADMINISTERED,49,3.7135487775129,2.80354106928761,TRUE,TRUE,0,4206,,,insufficient (a=0)
LEUKOCYTOSIS,49,8.21654168371213,6.20134725755356,TRUE,TRUE,0,,,,insufficient (a=0)
STOMATITIS,49,2.10979729629037,1.5929479068157,TRUE,TRUE,0,3532,,,insufficient (a=0)
BLOOD ALKALINE PHOSPHATASE INCREASED,48,7.21199637545369,5.42776647768796,TRUE,TRUE,0,1954,,,insufficient (a=0)
BLOOD CREATININE INCREASED,48,2.25786493321245,1.69980051455316,TRUE,TRUE,0,5430,,,insufficient (a=0)
HEPATIC STEATOSIS,48,7.87836547800943,5.92903097872369,TRUE,TRUE,0,,,,insufficient (a=0)
LYMPHOCYTE COUNT DECREASED,48,6.87751814819088,5.17614537597864,TRUE,TRUE,0,,,,insufficient (a=0)
BRADYCARDIA,47,2.64128915234211,1.98247890450425,TRUE,TRUE,1,4250,2.39318986039401,0.334119427569428,direction-consistent
DIFFERENTIAL WHITE BLOOD CELL COUNT ABNORMAL,46,69.3953219933059,51.7066510921777,TRUE,TRUE,0,,,,insufficient (a=0)
DYSURIA,46,3.5931030187006,2.68841796871657,TRUE,TRUE,0,,,,insufficient (a=0)
BRONCHITIS,45,1.63733572453821,1.22133777066479,TRUE,FALSE,0,7641,,,insufficient (a=0)
SURGERY,44,1.96660584069133,1.4620955572694,TRUE,FALSE,0,,,,insufficient (a=0)
UNRESPONSIVE TO STIMULI,44,5.02472487465692,3.73494331176447,TRUE,TRUE,0,1265,,,insufficient (a=0)
ACUTE RESPIRATORY FAILURE,42,5.80956092086405,4.28822290818286,TRUE,TRUE,0,,,,insufficient (a=0)
AKATHISIA,42,9.91130668517728,7.31384906807601,TRUE,TRUE,18,1075,204.396464049196,123.104585372469,replicated
HIGH DENSITY LIPOPROTEIN DECREASED,42,56.087238153321,41.2617091671037,TRUE,TRUE,0,,,,insufficient (a=0)
