pt,faers_a,faers_ror,faers_lcl,faers_signal,faers_trio,canada_a,canada_n_pt_all,canada_ror,canada_lcl,verdict
ARRHYTHMIA,28,1.83395434154463,1.26523577434322,TRUE,FALSE,1,2783,3.65982962534116,0.510896424745976,direction-consistent
COLITIS ULCERATIVE,28,1.553130855981,1.07152179034287,TRUE,FALSE,0,10508,,,insufficient (a=0)
DRUG EFFECTIVE FOR UNAPPROVED INDICATION,28,2.18383948495771,1.50657646949654,TRUE,TRUE,0,,,,insufficient (a=0)
GAIT INABILITY,28,1.92684078091912,1.32930751701996,TRUE,FALSE,2,3589,5.72364988649488,1.41336540939765,replicated
HAEMATURIA,28,2.32068335594829,1.60096365864513,TRUE,TRUE,0,1887,,,insufficient (a=0)
HYPERLIPIDAEMIA,28,8.74180143130323,6.02750680161107,TRUE,TRUE,0,,,,insufficient (a=0)
LUNG DISORDER,28,1.54830008907884,1.06818941573593,TRUE,FALSE,0,3923,,,insufficient (a=0)
MOTION SICKNESS,28,41.3961478205082,28.4667609942469,TRUE,TRUE,1,80,129.184384451664,17.8191617458439,replicated
PRESCRIBED OVERDOSE,28,3.72861345917138,2.57195135509603,TRUE,TRUE,0,,,,insufficient (a=0)
PRODUCTIVE COUGH,28,1.48699348569119,1.02589847476802,TRUE,FALSE,0,,,,insufficient (a=0)
STEVENS-JOHNSON SYNDROME,28,4.59506057881499,3.1693904407986,TRUE,TRUE,0,1222,,,insufficient (a=0)
URINARY INCONTINENCE,28,2.77810422058022,1.91645139740429,TRUE,TRUE,2,1857,11.0844532152484,2.73615339913488,replicated
APHASIA,27,2.56526035937906,1.75768042102313,TRUE,TRUE,0,1619,,,insufficient (a=0)
COGNITIVE DISORDER,27,1.54246145497191,1.05696336964181,TRUE,FALSE,0,,,,insufficient (a=0)
DIABETIC KETOACIDOSIS,27,2.9980086193547,2.05411912331001,TRUE,TRUE,0,,,,insufficient (a=0)
HAEMATOCRIT DECREASED,27,4.75621982866463,3.25829820649415,TRUE,TRUE,0,1493,,,insufficient (a=0)
PRODUCT INEFFECTIVE FOR UNAPPROVED USE,27,44.8984537642081,30.6555752263166,TRUE,TRUE,0,,,,insufficient (a=0)
RETCHING,27,3.55244595877686,2.43388522914631,TRUE,TRUE,2,980,21.0402059596845,5.19024636859953,replicated
TINNITUS,27,1.66347467734817,1.1398754876273,TRUE,FALSE,0,3344,,,insufficient (a=0)
ARTERIOSCLEROSIS CORONARY ARTERY,26,13.2427797353233,9.00068821835693,TRUE,TRUE,0,,,,insufficient (a=0)
BLOOD UREA INCREASED,26,6.04265762125908,4.10951594316995,TRUE,TRUE,0,,,,insufficient (a=0)
MUSCLE RIGIDITY,26,6.37700591462444,4.3367774368257,TRUE,TRUE,0,,,,insufficient (a=0)
APPLICATION SITE BURN,25,13.6335240590807,9.19558907085105,TRUE,TRUE,0,,,,insufficient (a=0)
DELUSION,25,4.74342332349576,3.20183168199375,TRUE,TRUE,1,666,15.3389180916894,2.13885854213902,replicated
DEPRESSED LEVEL OF CONSCIOUSNESS,25,1.99823401009761,1.34913868428603,TRUE,FALSE,1,2444,4.16890954469878,0.58193346905302,direction-consistent
EOSINOPHILIA,25,4.04940724449745,2.73353263275853,TRUE,TRUE,0,,,,insufficient (a=0)
OSTEOARTHRITIS,25,1.5814721851338,1.06779417073323,TRUE,FALSE,0,4087,,,insufficient (a=0)
PARANOIA,25,4.74863716906652,3.20534959847413,TRUE,TRUE,0,1321,,,insufficient (a=0)
SEROTONIN SYNDROME,25,3.69253868440564,2.49270756737731,TRUE,TRUE,0,,,,insufficient (a=0)
SMALL INTESTINAL OBSTRUCTION,25,5.71494497591528,3.85728745347121,TRUE,TRUE,0,1047,,,insufficient (a=0)
APPLICATION SITE VESICLES,24,9.73033836037404,6.51229044385094,TRUE,TRUE,0,,,,insufficient (a=0)
DYSSTASIA,24,2.26946419658864,1.51990523863422,TRUE,TRUE,0,2440,,,insufficient (a=0)
GAMMA-GLUTAMYLTRANSFERASE INCREASED,24,3.86685749993357,2.58934417345004,TRUE,TRUE,0,1482,,,insufficient (a=0)
HEART RATE DECREASED,24,1.85997958628243,1.24571054014447,TRUE,FALSE,0,7237,,,insufficient (a=0)
PHOTOPHOBIA,24,3.51663014666224,2.35489638606982,TRUE,TRUE,1,1426,7.15344201210992,0.998256275451353,direction-consistent
PNEUMOTHORAX,24,4.1004348158529,2.74569646448727,TRUE,TRUE,0,,,,insufficient (a=0)
PRE-EXISTING CONDITION IMPROVED,24,8.90035918189208,5.95724272738028,TRUE,TRUE,0,,,,insufficient (a=0)
BODY TEMPERATURE INCREASED,23,3.42102206971104,2.27127826870116,TRUE,TRUE,0,3327,,,insufficient (a=0)
CYSTITIS,23,1.97012790491365,1.30817555081698,TRUE,FALSE,0,4792,,,insufficient (a=0)
EPILEPSY,23,2.06584900397194,1.37172296890401,TRUE,TRUE,0,,,,insufficient (a=0)
IMMUNODEFICIENCY,23,3.71005826060575,2.46311006734221,TRUE,TRUE,0,,,,insufficient (a=0)
MUSCLE TWITCHING,23,2.94339337674512,1.95425658917268,TRUE,TRUE,0,,,,insufficient (a=0)
ORTHOSTATIC HYPOTENSION,23,3.86845966375496,2.56823598162595,TRUE,TRUE,0,,,,insufficient (a=0)
PANIC ATTACK,23,1.86827397371742,1.24055545059594,TRUE,FALSE,0,,,,insufficient (a=0)
BLOOD BILIRUBIN INCREASED,22,2.69372127757839,1.77218898090858,TRUE,TRUE,0,2009,,,insufficient (a=0)
BLOOD CREATINE PHOSPHOKINASE INCREASED,22,2.78803710406483,1.83422296232102,TRUE,TRUE,0,,,,insufficient (a=0)
CHOKING,22,3.0372280532427,1.99811713570273,TRUE,TRUE,1,1494,6.82722913418964,0.952763268765961,direction-consistent
DROOLING,22,9.04610463954059,5.94789556933369,TRUE,TRUE,0,,,,insufficient (a=0)
FEEDING DISORDER,22,2.57096726292026,1.69144883575445,TRUE,TRUE,0,1476,,,insufficient (a=0)
HEAD DISCOMFORT,22,3.03853631506218,1.99897756627114,TRUE,TRUE,0,1643,,,insufficient (a=0)
HYPERSOMNIA,22,2.10843191985153,1.38720463171676,TRUE,TRUE,0,,,,insufficient (a=0)
PRODUCT COMPLAINT,22,2.00753761222502,1.32083540705289,TRUE,TRUE,1,2400,4.24553372164656,0.59262501297631,direction-consistent
PROGRESSIVE MULTIPLE SCLEROSIS,22,55.3331679884299,36.227235695652,TRUE,TRUE,0,,,,insufficient (a=0)
ACCIDENTAL DEATH,21,40.1808994517123,26.0837751839419,TRUE,TRUE,4,144,299.524155844156,108.948538727504,replicated
DEMENTIA,21,1.97718867612406,1.28815349799785,TRUE,FALSE,0,1245,,,insufficient (a=0)
DERMATITIS CONTACT,21,4.93931085508037,3.21709406704618,TRUE,TRUE,0,,,,insufficient (a=0)
DEVICE RELATED INFECTION,21,3.51301733571267,2.28842391103561,TRUE,TRUE,0,,,,insufficient (a=0)
EOSINOPHIL COUNT DECREASED,21,22.708101107745,14.7654756703451,TRUE,TRUE,0,,,,insufficient (a=0)
EYE DISORDER,21,1.72855377526103,1.12619255073627,TRUE,FALSE,0,,,,insufficient (a=0)
GASTRITIS,21,2.404696250208,1.56661435449601,TRUE,TRUE,0,1295,,,insufficient (a=0)
HIATUS HERNIA,21,4.85741079425546,3.1637751385464,TRUE,TRUE,0,647,,,insufficient (a=0)
PRODUCT ADMINISTRATION INTERRUPTED,21,6.25189182897632,4.07150314907663,TRUE,TRUE,0,,,,insufficient (a=0)
SCAR,21,3.57319194803175,2.32760912043212,TRUE,TRUE,0,,,,insufficient (a=0)
SUPRAVENTRICULAR TACHYCARDIA,21,6.91639330994831,4.50397145337138,TRUE,TRUE,0,421,,,insufficient (a=0)
ENCEPHALOPATHY,20,2.34532119730542,1.51190017416873,TRUE,TRUE,0,752,,,insufficient (a=0)
LIMB DISCOMFORT,20,1.57097117777269,1.01279542405715,TRUE,FALSE,0,2709,,,insufficient (a=0)
PERICARDIAL EFFUSION,20,2.44554584984288,1.57649414662362,TRUE,TRUE,0,1216,,,insufficient (a=0)
SINUS TACHYCARDIA,20,4.51530311283299,2.91015433638411,TRUE,TRUE,0,,,,insufficient (a=0)
TYPE 2 DIABETES MELLITUS,20,1.61985784424249,1.04430738790756,TRUE,FALSE,0,,,,insufficient (a=0)
ANTIPSYCHOTIC DRUG LEVEL DECREASED,19,84.4009397404091,53.3581190168719,TRUE,TRUE,0,,,,insufficient (a=0)
DIASTOLIC DYSFUNCTION,19,18.8866144626722,12.017601918113,TRUE,TRUE,0,137,,,insufficient (a=0)
DRY THROAT,19,5.08672811666297,3.24115174626099,TRUE,TRUE,0,,,,insufficient (a=0)
GLOMERULAR FILTRATION RATE DECREASED,19,3.94254033186374,2.51238722467997,TRUE,TRUE,0,,,,insufficient (a=0)
"HALLUCINATION, AUDITORY",19,3.58891406816999,2.28711931261452,TRUE,TRUE,0,978,,,insufficient (a=0)
HEPATITIS C,19,4.50170732284311,2.86855677633515,TRUE,TRUE,0,,,,insufficient (a=0)
INTENTIONAL SELF-INJURY,19,2.38217901562748,1.51828211793599,TRUE,TRUE,0,,,,insufficient (a=0)
MOUTH ULCERATION,19,2.5082004714441,1.59858179511744,TRUE,TRUE,0,2327,,,insufficient (a=0)
MUCOSAL INFLAMMATION,19,2.04367687178952,1.30258175719863,TRUE,TRUE,1,975,10.4698624411695,1.46059676258051,replicated
MYOCARDITIS,19,4.27523797740678,2.72430862001205,TRUE,TRUE,0,1910,,,insufficient (a=0)
NERVOUS SYSTEM DISORDER,19,2.3734238267164,1.51270331948347,TRUE,TRUE,0,,,,insufficient (a=0)
PREMATURE BABY,19,1.72602692492186,1.10015557402671,TRUE,FALSE,0,,,,insufficient (a=0)
STAPHYLOCOCCAL INFECTION,19,1.76026905786668,1.12197739547645,TRUE,FALSE,0,1889,,,insufficient (a=0)
DYSTONIA,18,4.19474001933895,2.64030832288187,TRUE,TRUE,0,1299,,,insufficient (a=0)
EAR INFECTION,18,1.72368770356739,1.08522121456249,TRUE,FALSE,0,3165,,,insufficient (a=0)
EATING DISORDER,18,2.29812984075569,1.44680051365182,TRUE,TRUE,2,1578,13.0499002900653,3.22089418803295,replicated
HYPOCALCAEMIA,18,2.63752600002696,1.66041144602465,TRUE,TRUE,0,,,,insufficient (a=0)
IMPAIRED GASTRIC EMPTYING,18,3.55170936416654,2.23571097976778,TRUE,TRUE,0,305,,,insufficient (a=0)
METASTASES TO CENTRAL NERVOUS SYSTEM,18,3.68148109899074,2.31736814848208,TRUE,TRUE,0,561,,,insufficient (a=0)
MUSCLE SPASTICITY,18,4.10859025963552,2.58610566053359,TRUE,TRUE,2,1008,20.4540968474865,5.04586069315816,replicated
MYOCARDIAL ISCHAEMIA,18,5.79357943957579,3.64607298882034,TRUE,TRUE,0,,,,insufficient (a=0)
PALLOR,18,1.92112501805582,1.20950180364322,TRUE,FALSE,1,4170,2.43928320494505,0.340553138224972,direction-consistent
PARKINSONISM,18,5.40182025731779,3.39966375928016,TRUE,TRUE,0,,,,insufficient (a=0)
PNEUMONITIS,18,1.73749373273658,1.09391184009877,TRUE,FALSE,0,2068,,,insufficient (a=0)
TRICUSPID VALVE INCOMPETENCE,18,7.90683338522315,4.97492921364436,TRUE,TRUE,0,176,,,insufficient (a=0)
ALTERED STATE OF CONSCIOUSNESS,17,2.11445428586309,1.31349263196508,TRUE,TRUE,0,,,,insufficient (a=0)
ANTIPSYCHOTIC DRUG LEVEL ABOVE THERAPEUTIC,17,57.8808583547142,35.7455751727717,TRUE,TRUE,0,,,,insufficient (a=0)
APHONIA,17,3.19258649233671,1.98299934912325,TRUE,TRUE,0,,,,insufficient (a=0)
CONVULSION,17,2.43673007327537,1.51363786635761,TRUE,TRUE,0,,,,insufficient (a=0)
EMPHYSEMA,17,5.0915445207221,3.16185821908652,TRUE,TRUE,0,,,,insufficient (a=0)
FAILURE TO SUSPEND MEDICATION,17,204.290848993366,124.281024595198,TRUE,TRUE,3,19,1948.12837837838,559.771962634363,replicated
FIBROMYALGIA,17,1.85009542565241,1.14930579064326,TRUE,FALSE,0,,,,insufficient (a=0)
HAEMATEMESIS,17,2.00713732754667,1.24684179150518,TRUE,TRUE,0,1733,,,insufficient (a=0)
HEPATIC CIRRHOSIS,17,2.49573293525716,1.55027936009485,TRUE,TRUE,0,,,,insufficient (a=0)
HYPERCHOLESTEROLAEMIA,17,5.33342440131987,3.31198151296546,TRUE,TRUE,0,,,,insufficient (a=0)
HYPOTHERMIA,17,4.86505665009303,3.02128106457051,TRUE,TRUE,0,406,,,insufficient (a=0)
IMPAIRED DRIVING ABILITY,17,4.7600917176468,2.95612884463389,TRUE,TRUE,0,366,,,insufficient (a=0)
PARKINSON'S DISEASE,17,2.32571601068243,1.44469554793025,TRUE,TRUE,0,668,,,insufficient (a=0)
PRESYNCOPE,17,1.88290703764519,1.1696847809646,TRUE,FALSE,0,,,,insufficient (a=0)
PUPIL FIXED,17,42.2575654660249,26.1397143029449,TRUE,TRUE,0,,,,insufficient (a=0)
RENAL FAILURE ACUTE,17,2.88848596289606,1.79417212661153,TRUE,TRUE,0,,,,insufficient (a=0)
RESPIRATORY TRACT INFECTION,17,1.67907776069478,1.04308600609745,TRUE,FALSE,0,,,,insufficient (a=0)
SPINAL OSTEOARTHRITIS,17,5.58140981804774,3.46588626776771,TRUE,TRUE,0,,,,insufficient (a=0)
TACHYPNOEA,17,3.59305740578748,2.23164800001108,TRUE,TRUE,1,1082,9.43265413047571,1.31603157625379,replicated
ACTIVATED PARTIAL THROMBOPLASTIN TIME PROLONGED,16,13.1187688756229,8.02144486558342,TRUE,TRUE,0,,,,insufficient (a=0)
ACTIVITIES OF DAILY LIVING IMPAIRED,16,3.46245489987433,2.11933500770361,TRUE,TRUE,0,,,,insufficient (a=0)
AGRANULOCYTOSIS,16,2.42675955123198,1.48556342053652,TRUE,TRUE,0,,,,insufficient (a=0)
ATELECTASIS,16,5.54082763783234,3.39071982506129,TRUE,TRUE,0,597,,,insufficient (a=0)
BACTERAEMIA,16,3.67770000204266,2.25103170745357,TRUE,TRUE,0,,,,insufficient (a=0)
BEDRIDDEN,16,3.41828769528789,2.09231074919772,TRUE,TRUE,0,,,,insufficient (a=0)
BLOOD CALCIUM DECREASED,16,4.10853094484043,2.51461505531893,TRUE,TRUE,0,,,,insufficient (a=0)
DISABILITY,16,2.02314641344988,1.2385423092576,TRUE,TRUE,0,,,,insufficient (a=0)
FOOT FRACTURE,16,2.26473790063719,1.38640481575798,TRUE,TRUE,2,1412,14.5883738601824,3.60024131395408,replicated
NEURALGIA,16,1.70156280278283,1.04170973581639,TRUE,FALSE,0,1802,,,insufficient (a=0)
PRODUCT ADMINISTERED AT INAPPROPRIATE SITE,16,2.00572891346447,1.22788188470141,TRUE,TRUE,0,,,,insufficient (a=0)
RESPIRATORY ARREST,16,2.17536303630376,1.33170515464499,TRUE,TRUE,0,996,,,insufficient (a=0)
SLEEP APNOEA SYNDROME,16,2.29897741191549,1.40735997440627,TRUE,TRUE,0,,,,insufficient (a=0)
THINKING ABNORMAL,16,2.71678940230535,1.66305538028681,TRUE,TRUE,0,,,,insufficient (a=0)
THIRST,16,2.44294710221192,1.49547014489406,TRUE,TRUE,2,1158,17.7977014335146,4.39132668162914,replicated
TRANSAMINASES INCREASED,16,2.01044935874407,1.23077104906917,TRUE,TRUE,0,,,,insufficient (a=0)
ABSCESS,15,2.6235047475461,1.58037724129913,TRUE,TRUE,0,3827,,,insufficient (a=0)
ANHEDONIA,15,1.68645918552917,1.01601592750052,TRUE,FALSE,0,,,,insufficient (a=0)
ARTERIOSCLEROSIS,15,5.40043054499922,3.25215861075164,TRUE,TRUE,0,407,,,insufficient (a=0)
BLOOD ALBUMIN DECREASED,15,6.65549737901772,4.00739914181414,TRUE,TRUE,0,574,,,insufficient (a=0)
BLOOD SODIUM DECREASED,15,2.48718270925173,1.4982809584525,TRUE,TRUE,0,,,,insufficient (a=0)
BRAIN FOG,15,2.34095910350313,1.41021892507834,TRUE,TRUE,0,,,,insufficient (a=0)
BURSITIS,15,3.34165721204114,2.01282371009835,TRUE,TRUE,0,1150,,,insufficient (a=0)
CHROMATURIA,15,1.89806412561507,1.14347118628698,TRUE,FALSE,0,,,,insufficient (a=0)
END STAGE RENAL DISEASE,15,1.85350169275734,1.11663055718957,TRUE,FALSE,0,,,,insufficient (a=0)
GASTROENTERITIS VIRAL,15,2.14539685782663,1.29243855158496,TRUE,TRUE,0,,,,insufficient (a=0)
HAEMORRHOIDS,15,2.14690296867646,1.29334564982788,TRUE,TRUE,0,,,,insufficient (a=0)
ILEUS,15,3.62640730483205,2.1842709936403,TRUE,TRUE,0,251,,,insufficient (a=0)
IMPAIRED WORK ABILITY,15,2.09724504561974,1.2634375865083,TRUE,TRUE,0,,,,insufficient (a=0)
JAUNDICE,15,1.852072649786,1.11576981848458,TRUE,FALSE,0,2484,,,insufficient (a=0)
LUNG CANCER METASTATIC,15,15.571003994279,9.36621446987821,TRUE,TRUE,0,,,,insufficient (a=0)
MONOCYTE COUNT INCREASED,15,11.0981522442435,6.67907146200039,TRUE,TRUE,0,,,,insufficient (a=0)
NEPHROGENIC ANAEMIA,15,7.65191553201063,4.60684538490422,TRUE,TRUE,0,,,,insufficient (a=0)
NEUROTOXICITY,15,2.21752045439692,1.33587670104008,TRUE,TRUE,0,,,,insufficient (a=0)
ORAL PAIN,15,1.81264115360918,1.09201939837715,TRUE,FALSE,0,1265,,,insufficient (a=0)
PHOTOSENSITIVITY REACTION,15,2.52545054178404,1.52132698593663,TRUE,TRUE,1,1689,6.03751625214948,0.842619715096722,direction-consistent
PREMATURE DELIVERY,15,2.20458723924123,1.32808741680807,TRUE,TRUE,0,,,,insufficient (a=0)
SCOLIOSIS,15,6.50133133110841,3.91464069502741,TRUE,TRUE,0,,,,insufficient (a=0)
ABNORMAL DREAMS,14,1.81735143363602,1.07559101933638,TRUE,FALSE,0,,,,insufficient (a=0)
ANISOCORIA,14,93.0429819357061,54.4909356592539,TRUE,TRUE,0,,,,insufficient (a=0)
APNOEA,14,5.85248915435529,3.46214215731717,TRUE,TRUE,0,,,,insufficient (a=0)
AUTONOMIC NERVOUS SYSTEM IMBALANCE,14,13.6480165443513,8.06640979136915,TRUE,TRUE,1,124,82.9689186272394,11.4948052583616,replicated
COAGULOPATHY,14,2.54863277499852,1.50826806062862,TRUE,TRUE,0,,,,insufficient (a=0)
FOETAL DEATH,14,6.34388859093073,3.75262354426414,TRUE,TRUE,0,,,,insufficient (a=0)
FOOD ALLERGY,14,4.64084402012089,2.74575939643799,TRUE,TRUE,0,,,,insufficient (a=0)
GENERAL PHYSICAL CONDITION ABNORMAL,14,5.49632038440655,3.2515790396998,TRUE,TRUE,0,,,,insufficient (a=0)
GLAUCOMA,14,1.98829422246799,1.17673929306305,TRUE,FALSE,0,,,,insufficient (a=0)
HYPERNATRAEMIA,14,7.91792100301209,4.68285929636453,TRUE,TRUE,0,163,,,insufficient (a=0)
HYPOMAGNESAEMIA,14,2.73245223874275,1.61701688898274,TRUE,TRUE,0,,,,insufficient (a=0)
INTERVERTEBRAL DISC PROTRUSION,14,1.81882577819647,1.07646341852159,TRUE,FALSE,0,,,,insufficient (a=0)
METASTASES TO LIVER,14,2.10564760671264,1.24617593843972,TRUE,TRUE,0,1085,,,insufficient (a=0)
SINUS DISORDER,14,1.83402316902859,1.08545600139461,TRUE,FALSE,0,,,,insufficient (a=0)
TEMPERATURE REGULATION DISORDER,14,16.1425377256894,9.53798784387929,TRUE,TRUE,0,,,,insufficient (a=0)
TERMINAL STATE,14,5.22406487488861,3.09061276700424,TRUE,TRUE,0,,,,insufficient (a=0)
TROPONIN INCREASED,14,5.18955946710917,3.07021132469032,TRUE,TRUE,0,698,,,insufficient (a=0)
VOLVULUS,14,15.6290008077093,9.23510967997441,TRUE,TRUE,0,,,,insufficient (a=0)
ABASIA,13,2.02380960481577,1.17431106423322,TRUE,TRUE,0,,,,insufficient (a=0)
ACUTE MYELOID LEUKAEMIA,13,2.38350190887828,1.38296161267015,TRUE,TRUE,0,,,,insufficient (a=0)
CARDIAC FAILURE ACUTE,13,5.17640317150504,3.00245273593607,TRUE,TRUE,0,,,,insufficient (a=0)
CIRCULATORY COLLAPSE,13,2.43586816955084,1.41333675513655,TRUE,TRUE,0,,,,insufficient (a=0)
COELIAC DISEASE,13,3.53591203248573,2.05133031552733,TRUE,TRUE,0,,,,insufficient (a=0)
COORDINATION ABNORMAL,13,3.23155070696065,1.874826535477,TRUE,TRUE,1,799,12.7809568168208,1.78261201364472,replicated
DIARRHOEA HAEMORRHAGIC,13,3.91873647974538,2.27331763037209,TRUE,TRUE,0,1326,,,insufficient (a=0)
EJECTION FRACTION DECREASED,13,2.39465937821149,1.38943355479034,TRUE,TRUE,0,,,,insufficient (a=0)
EOSINOPHIL COUNT INCREASED,13,4.3382786307521,2.51657275935946,TRUE,TRUE,0,,,,insufficient (a=0)
INCISION SITE PAIN,13,31.9098806424063,18.4491003355151,TRUE,TRUE,0,,,,insufficient (a=0)
INTERNATIONAL NORMALISED RATIO INCREASED,13,1.77986446162589,1.03279288224212,TRUE,FALSE,0,1463,,,insufficient (a=0)
LEFT VENTRICULAR DYSFUNCTION,13,5.4714601020091,3.17348058741746,TRUE,TRUE,0,,,,insufficient (a=0)
MALNUTRITION,13,3.37513227038955,1.95809329370074,TRUE,TRUE,0,372,,,insufficient (a=0)
ORAL DISCOMFORT,13,2.62062496255668,1.52050219040207,TRUE,TRUE,0,,,,insufficient (a=0)
POSTMORTEM BLOOD DRUG LEVEL INCREASED,13,84.6332821391083,48.6247899784746,TRUE,TRUE,0,,,,insufficient (a=0)
URINE OUTPUT DECREASED,13,4.69726225856358,2.72469582487244,TRUE,TRUE,0,,,,insufficient (a=0)
ABDOMINAL SEPSIS,12,39.1693285330607,22.1259276199261,TRUE,TRUE,0,,,,insufficient (a=0)
ADENOVIRUS INFECTION,12,10.9048076477637,6.18172898819061,TRUE,TRUE,0,,,,insufficient (a=0)
ATRIOVENTRICULAR BLOCK,12,4.70089156413527,2.66692463365868,TRUE,TRUE,0,536,,,insufficient (a=0)
CHRONIC GASTRITIS,12,12.2761733406765,6.95793214617728,TRUE,TRUE,0,,,,insufficient (a=0)
DECUBITUS ULCER,12,4.33538351786739,2.4596765037601,TRUE,TRUE,0,,,,insufficient (a=0)
DISSEMINATED INTRAVASCULAR COAGULATION,12,2.94152957623285,1.66916713399349,TRUE,TRUE,0,275,,,insufficient (a=0)
EPICONDYLITIS,12,24.1901692621164,13.6901250588519,TRUE,TRUE,0,,,,insufficient (a=0)
FAECALOMA,12,6.23968591735341,3.53923354099705,TRUE,TRUE,0,,,,insufficient (a=0)
GASTROENTERITIS,12,2.39804330358144,1.36085959377798,TRUE,TRUE,0,,,,insufficient (a=0)
IMPAIRED QUALITY OF LIFE,12,1.89766829448321,1.07697082926226,TRUE,FALSE,0,995,,,insufficient (a=0)
LABELLED DRUG-DRUG INTERACTION MEDICATION ERROR,12,3.0947009381983,1.75605018957872,TRUE,TRUE,0,,,,insufficient (a=0)
LUNG INFECTION,12,2.18913928736381,1.24234182722439,TRUE,TRUE,0,,,,insufficient (a=0)
MEAN CELL VOLUME DECREASED,12,20.8089363770726,11.7815467781611,TRUE,TRUE,0,,,,insufficient (a=0)
METASTASES TO BONE,12,1.8795075194193,1.0666666049701,TRUE,FALSE,0,,,,insufficient (a=0)
MIDDLE INSOMNIA,12,1.94992704131823,1.10662160551476,TRUE,FALSE,0,,,,insufficient (a=0)
MITRAL VALVE INCOMPETENCE,12,3.82219093034085,2.16865704206315,TRUE,TRUE,0,321,,,insufficient (a=0)
OBSTRUCTIVE SLEEP APNOEA SYNDROME,12,19.7272799142394,11.1706514709756,TRUE,TRUE,0,,,,insufficient (a=0)
PORPHYRIA ACUTE,12,21.2353130397879,12.0223092986467,TRUE,TRUE,0,,,,insufficient (a=0)
RESPIRATORY RATE INCREASED,12,4.36560342523681,2.47681233253378,TRUE,TRUE,0,2341,,,insufficient (a=0)
URINE ODOUR ABNORMAL,12,5.6352767012715,3.19664739546794,TRUE,TRUE,0,,,,insufficient (a=0)
APPLICATION SITE SWELLING,11,5.99244228944352,3.31459766999739,TRUE,TRUE,0,,,,insufficient (a=0)
BLOOD LACTATE DEHYDROGENASE INCREASED,11,2.50857248131469,1.38820109523661,TRUE,TRUE,0,1402,,,insufficient (a=0)
BLOOD MAGNESIUM DECREASED,11,3.39480959758725,1.87841078174414,TRUE,TRUE,0,679,,,insufficient (a=0)
BLOOD PRESSURE DIASTOLIC INCREASED,11,6.20946841697484,3.43454337827034,TRUE,TRUE,0,2162,,,insufficient (a=0)
BONE DISORDER,11,1.88342623525434,1.04234149673838,TRUE,FALSE,0,,,,insufficient (a=0)
CHOLECYSTITIS,11,2.9001195206948,1.60479395033522,TRUE,TRUE,0,,,,insufficient (a=0)
CLOSTRIDIUM DIFFICILE COLITIS,11,2.86310608492696,1.58432010821068,TRUE,TRUE,0,1324,,,insufficient (a=0)
DEVICE OCCLUSION,11,1.86901103134015,1.03436567390182,TRUE,FALSE,0,,,,insufficient (a=0)
DRUG ADMINISTERED AT INAPPROPRIATE SITE,11,2.86976539782398,1.58800369666616,TRUE,TRUE,0,,,,insufficient (a=0)
ENTEROCOLITIS,11,4.99367103175582,2.76250999191913,TRUE,TRUE,0,,,,insufficient (a=0)
HOSPICE CARE,11,2.59402275218244,1.43547169289406,TRUE,TRUE,0,,,,insufficient (a=0)
INFECTIOUS MONONUCLEOSIS,11,14.5626434358941,8.04597845919026,TRUE,TRUE,0,,,,insufficient (a=0)
LIGAMENT RUPTURE,11,6.76774848661065,3.74306145483007,TRUE,TRUE,0,,,,insufficient (a=0)
METASTASES TO LUNG,11,2.48332381579776,1.37423347572361,TRUE,TRUE,0,495,,,insufficient (a=0)
NEUTROPENIC SEPSIS,11,4.45880726235147,2.46679546459574,TRUE,TRUE,0,,,,insufficient (a=0)
POST PROCEDURAL COMPLICATION,11,1.94200257823044,1.07475103148457,TRUE,FALSE,0,,,,insufficient (a=0)
PRODUCT LABEL CONFUSION,11,4.38203000447263,2.42434358118597,TRUE,TRUE,0,,,,insufficient (a=0)
PRODUCT SUPPLY ISSUE,11,3.55111424676019,1.96485667413313,TRUE,TRUE,0,,,,insufficient (a=0)
SEASONAL ALLERGY,11,1.87255857778781,1.03632850720987,TRUE,FALSE,0,,,,insufficient (a=0)
SNORING,11,8.08390974079545,4.47022274239295,TRUE,TRUE,0,,,,insufficient (a=0)
STAPHYLOCOCCAL SEPSIS,11,7.38735920403999,4.08541928683712,TRUE,TRUE,0,,,,insufficient (a=0)
VENTRICULAR EXTRASYSTOLES,11,3.73941942040388,2.06899607076157,TRUE,TRUE,0,356,,,insufficient (a=0)
ANTIPSYCHOTIC DRUG LEVEL BELOW THERAPEUTIC,10,45.633385792133,24.3900746133057,TRUE,TRUE,0,,,,insufficient (a=0)
APPLICATION SITE DRYNESS,10,7.21346336132374,3.87581005730981,TRUE,TRUE,0,,,,insufficient (a=0)
